tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,provincia,codigo_provincia,canton,codigo_canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion
ASESINATO,ZONA 4,MANABI,MANTA,TARQUI,13D02C04S02,TARQUI 2,MANABI,13,MANTA,1308,-0.95306,-80.70565,URBANO,VIA PUBLICA,PUBLICO,2025-01-16 00:00:00,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,43,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S01,FORTIN 1,GUAYAS,09,GUAYAQUIL,0901,-2.11395,-79.9533,URBANO,VIA PUBLICA,PUBLICO,2025-01-16 00:00:00,03:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S05,CISNE 5,GUAYAS,09,GUAYAQUIL,0901,-2.21223,-79.92633,URBANO,VIA PUBLICA,PUBLICO,2025-01-16 00:00:00,00:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,PELUQUERO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S03,CISNE 3,GUAYAS,09,GUAYAQUIL,0901,-2.22453,-79.91978,URBANO,VIA PUBLICA,PUBLICO,2025-01-16 00:00:00,02:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,CISNE,09D04C01S03,CISNE 3,GUAYAS,09,GUAYAQUIL,0901,-2.22453,-79.91978,URBANO,VIA PUBLICA,PUBLICO,2025-01-16 00:00:00,02:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,68,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,OBRERO,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,VINCES,SANTA MARTHA,12D05C03S01,SANTA MARTHA 1,LOS RIOS,12,VINCES,1208,-1.57334,-79.81937,RURAL,VIA PUBLICA,PUBLICO,2025-01-16 00:00:00,10:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 4,MANABI,PORTOVIEJO,LOS CEREZOS,13D01C03S01,LOS CEREZOS 1,MANABI,13,PORTOVIEJO,1301,-1.06157,-80.45864,URBANO,GASOLINERAS,PRIVADO,2025-01-17 00:00:00,16:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,FISICA,BACHILL. EN CIENCIAS,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS NORTE,09D02C03S02,MALVINAS NORTE 2,GUAYAS,09,GUAYAQUIL,0901,-2.22167,-79.90587,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,21:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S03,PASCUALES 3,GUAYAS,09,GUAYAQUIL,0901,-2.07092,-79.93666,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,7 LAGOS,09D01C04S03,7 LAGOS 3,GUAYAS,09,GUAYAQUIL,0901,-2.24284,-79.88851,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,01:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S04,PASCUALES 4,GUAYAS,09,GUAYAQUIL,0901,-2.07304,-79.94051,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,01:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILL. EN CIENCIAS,SIN_DATO
FEMICIDIO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,09,GUAYAQUIL,0901,-2.41986,-80.36177,RURAL,CASA/VILLA,PRIVADO,2025-01-17 00:00:00,05:00:00,ARMA BLANCA,CUCHILLO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,HERIDA POR ARMA BLANCA,39,A,MUJER,FEMENINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BUENA FE,EL VERGEL SUR,12D06C09S01,EL VERGEL SUR 1,LOS RIOS,12,VALENCIA,1211,-0.80019,-79.35482,RURAL,CASA/VILLA,PRIVADO,2025-01-18 00:00:00,04:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA BLANCA,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO PRIVADO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,MONTE SINAI,09D08C05S02,MONTE SINAI 2,GUAYAS,09,GUAYAQUIL,0901,-2.12078,-79.97827,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,01:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,55,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AGENTE DE SEGURIDAD,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,EMPALME,EMPALME CENTRO,09D15C06S01,EMPALME CENTRO 1,GUAYAS,09,EMPALME,0908,-1.04224,-79.63261,URBANO,CASA/VILLA,PRIVADO,2025-01-17 00:00:00,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AGRICULTOR,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,LA YOLITA,09D19C01S01,LA YOLITA 1,GUAYAS,09,DAULE,0906,-1.87451,-79.98018,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACH.TEC.SERV.CONTAB,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJITO MARCELINO MARIDUENA,NARANJITO ESTE,09D18C01S02,NARANJITO ESTE 2,GUAYAS,09,NARANJITO,0912,-2.15467,-79.45678,RURAL,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,16:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,JORNALERO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,DAULE CENTRO,09D19C03S02,DAULE CENTRO 2,GUAYAS,09,DAULE,0906,-1.85635,-79.98071,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,00:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA
ASESINATO,ZONA 5,LOS RIOS,VINCES,ANTONIO SOTOMAYOR,12D05C01S01,ANTONIO SOTOMAYOR 1,LOS RIOS,12,VINCES,1208,-1.6485,-79.81508,RURAL,RIO,PUBLICO,2025-01-14 00:00:00,16:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,OTROS,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,LA FABRIL,13D02C17S02,LA FABRIL 2,MANABI,13,MONTECRISTI,1309,-0.98251,-80.67759,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,12:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 4,MANABI,PAJAN,LASCANO,13D09C04S01,LASCANO 1,MANABI,13,PAJAN,1310,-1.52036,-80.23027,RURAL,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,14:00:00,ARMA DE FUEGO,ESCOPETA,VIOLENCIA COMUNITARIA,EMOCIONAL,HERIDA POR ARMA DE FUEGO,47,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MAGISTER,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS NORTE,09D02C03S03,MALVINAS NORTE 3,GUAYAS,09,GUAYAQUIL,0901,-2.22643,-79.91328,URBANO,MAR,PUBLICO,2025-01-18 00:00:00,11:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,PUERTO BOLIVAR,07D02C17S01,PUERTO BOLIVAR 1,EL ORO,07,MACHALA,0701,-3.26204,-79.99617,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,11:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURAN,CENTRO,09D24C02S03,CENTRO 3,GUAYAS,09,DURAN,0907,-2.16641,-79.84627,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,22:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MARINO MERCANTE,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PLAYAS,PLAYAS,09D22C01S01,PLAYAS 1,GUAYAS,09,PLAYAS,0921,-2.6321,-80.38849,URBANO,VIA PUBLICA,PUBLICO,2025-01-17 00:00:00,21:30:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,OTROS,NO DETERMINADO,COLOMBIA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,9 DE MAYO,07D02C01S01,9 DE MAYO 1,EL ORO,07,MACHALA,0701,-3.27993,-79.96159,URBANO,CANCHAS DE USO MULTIPLE,PUBLICO,2025-01-17 00:00:00,23:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,COMERCIANTE,SIN_DATO
ASESINATO,ZONA 3,TUNGURAHUA,AMBATO NORTE,IZAMBA,18D01C12S01,IZAMBA 1,TUNGURAHUA,18,AMBATO,1801,-1.24311,-78.57557,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,08:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,PRIMARIA
ASESINATO,ZONA 3,TUNGURAHUA,AMBATO NORTE,IZAMBA,18D01C12S01,IZAMBA 1,TUNGURAHUA,18,AMBATO,1801,-1.24311,-78.57557,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,08:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,JORNALERO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS NORTE,09D02C03S03,MALVINAS NORTE 3,GUAYAS,09,GUAYAQUIL,0901,-2.22866,-79.91474,URBANO,MAR,PUBLICO,2025-01-18 00:00:00,14:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,JAIME ROLDOS,09D12C05S01,JAIME ROLDOS 1,GUAYAS,09,NARANJAL,0911,-2.72534,-79.6721,RURAL,VIA PUBLICA,PUBLICO,2025-01-11 00:00:00,10:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO DE MOTOS,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,ESTEROS,09D02C01S04,ESTEROS 4,GUAYAS,09,GUAYAQUIL,0901,-2.25,-79.90903,URBANO,CASA/VILLA,PRIVADO,2025-01-18 00:00:00,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,17,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO
ASESINATO,ZONA 2,NAPO,TENA,PALANDACOCHA,15D01C05S02,PALANDACOCHA 2,NAPO,15,TENA,1501,-1.00331,-77.81107,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,15:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MINERO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,HUALTACO,07D05C06S02,HUALTACO 2,EL ORO,07,HUAQUILLAS,0707,-3.4794,-80.23846,URBANO,OTROS LOCALES COMERCIALES,PRIVADO,2025-01-18 00:00:00,12:00:00,ARMA DE FUEGO,SUBAMETRALLADORA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,EN UNION DE HECHO,VENEZUELA,NINGUNA,LAS PERMI.POR.LA.LEY,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,27 DE FEBRERO,07D02C07S01,27 DE FEBRERO 1,EL ORO,07,MACHALA,0701,-3.25487,-79.97078,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,18:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACH.TEC.COMER-ADMI.,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,POSA DE MATE,12D01C10S01,POSA DE MATE 1,LOS RIOS,12,BABAHOYO,1201,-1.73892,-79.4949,RURAL,FINCA,PRIVADO,2025-01-17 00:00:00,10:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,POSA DE MATE,12D01C10S01,POSA DE MATE 1,LOS RIOS,12,BABAHOYO,1201,-1.73892,-79.4949,RURAL,FINCA,PRIVADO,2025-01-17 00:00:00,10:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,LOS RIOS,BABAHOYO,POSA DE MATE,12D01C10S01,POSA DE MATE 1,LOS RIOS,12,BABAHOYO,1201,-1.73892,-79.4949,RURAL,FINCA,PRIVADO,2025-01-17 00:00:00,10:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,16,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,NINGUNA,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,CRISTO DEL CONSUELO,09D03C07S02,CRISTO DEL CONSUELO 2,GUAYAS,09,GUAYAQUIL,0901,-2.22041,-79.90121,URBANO,VIA PUBLICA,PUBLICO,2025-01-19 00:00:00,03:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,38,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,MIRAFLORES,13D02C09S01,MIRAFLORES 1,MANABI,13,MANTA,1308,-0.96494,-80.73388,URBANO,PARQUEADEROS,PUBLICO,2025-01-18 00:00:00,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,MIRAFLORES,13D02C09S01,MIRAFLORES 1,MANABI,13,MANTA,1308,-0.96494,-80.73388,URBANO,PARQUEADEROS,PUBLICO,2025-01-18 00:00:00,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,MIRAFLORES,13D02C09S01,MIRAFLORES 1,MANABI,13,MANTA,1308,-0.96494,-80.73388,URBANO,PARQUEADEROS,PUBLICO,2025-01-18 00:00:00,14:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,0,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABI,MANTA,SAN JUAN,13D02C11S01,SAN JUAN 1,MANABI,13,MANTA,1308,-1.00072,-80.72878,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,21:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,48,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURAN,DIVINO NINO,09D24C06S03,DIVINO NINO 3,GUAYAS,09,DURAN,0907,-2.15842,-79.81698,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,09:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,ROBO DE MOTOS,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PROGRESO,PROGRESO,09D10C03S01,PROGRESO 1,GUAYAS,09,GUAYAQUIL,0901,-2.34933,-80.27917,RURAL,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,23:30:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,45,A,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,OBRERO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PLAYAS,PLAYAS,09D22C01S01,PLAYAS 1,GUAYAS,09,PLAYAS,0921,-2.6356,-80.3882,URBANO,BARES,PRIVADO,2025-01-18 00:00:00,00:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,PLAYAS,PLAYAS,09D22C01S01,PLAYAS 1,GUAYAS,09,PLAYAS,0921,-2.6356,-80.3882,URBANO,BARES,PRIVADO,2025-01-18 00:00:00,00:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,MUJER,FEMENINO,NO DETERMINADO,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,SAN CARLOS,09D12C01S01,SAN CARLOS 1,GUAYAS,09,BALAO,0903,-2.84032,-79.70409,RURAL,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,13:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,41,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,SAN CARLOS,09D12C01S01,SAN CARLOS 1,GUAYAS,09,BALAO,0903,-2.84032,-79.70409,RURAL,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,13:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,PUERTO INCA,09D12C07S01,PUERTO INCA 1,GUAYAS,09,NARANJAL,0911,-2.54107,-79.54834,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,17:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,PUERTO INCA,09D12C07S01,PUERTO INCA 1,GUAYAS,09,NARANJAL,0911,-2.54107,-79.54834,URBANO,VIA PUBLICA,PUBLICO,2025-01-18 00:00:00,17:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMUN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO
ASESINATO,ZONA 4,MANABI,PORTOVIEJO,CRUCITA,13D01C10S01,CRUCITA 1,MANABI,13,PORTOVIEJO,1301,-0.86836,-80.51039,RURAL,COVACHA/CHOZA,PRIVADO,2025-01-18 00:00:00,13:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABI,PORTOVIEJO,CRUCITA,13D01C10S01,CRUCITA 1,MANABI,13,PORTOVIEJO,1301,-0.86836,-80.51039,RURAL,COVACHA/CHOZA,PRIVADO,2025-01-18 00:00:00,13:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
